Rank,CCA3,Country/Territory,Capital,Continent,Area (km²),Density (per km²),Growth Rate,World Population Percentage,Year,Population
34,DZA,Algeria,Algiers,Africa,2381741,18.8531,1.0164,0.56,2022,44903225
138,ALB,Albania,Tirana,Europe,28748,98.8702,0.9957,0.04,2022,2842321
144,BWA,Botswana,Gaborone,Africa,582000,4.5194,1.0162,0.03,2022,2630296
7,BRA,Brazil,Brasilia,South America,8515767,25.2841,1.0046,2.7,2022,215313498
221,VGB,British Virgin Islands,Road Town,North America,151,207.3179,1.0059,0.0,2022,31305
175,BRN,Brunei,Bandar Seri Begawan,Asia,5765,77.8841,1.0081,0.01,2022,449002
15,COD,DR Congo,Kinshasa,Africa,2344858,42.2244,1.0325,1.24,2022,99010212
84,DOM,Dominican Republic,Santo Domingo,North America,48671,230.7087,1.01,0.14,2022,11228821
204,DMA,Dominica,Roseau,North America,751,96.8535,1.0045,0.0,2022,72737
160,DJI,Djibouti,Djibouti,Africa,23200,48.3125,1.0138,0.01,2022,1120849
115,DNK,Denmark,Copenhagen,Europe,43094,136.4984,1.0048,0.07,2022,5882261
88,CZE,Czech Republic,Prague,Europe,78865,133.0627,0.9984,0.13,2022,10493986
158,CYP,Cyprus,Nicosia,Europe,9251,135.2814,1.0059,0.02,2022,1251488
189,CUW,Curacao,Willemstad,North America,444,430.5473,1.0043,0.0,2022,191163
85,CUB,Cuba,Havana,North America,109884,102.0366,0.9961,0.14,2022,11212191
130,HRV,Croatia,Zagreb,Europe,56594,71.2153,0.9927,0.05,2022,4030358
124,CRI,Costa Rica,San José,North America,51100,101.3861,1.0052,0.06,2022,5180829
223,COK,Cook Islands,Avarua,Oceania,236,72.0805,1.0005,0.0,2022,17011
121,LBR,Liberia,Monrovia,Africa,111369,47.6136,1.021,0.07,2022,5302681
163,COM,Comoros,Moroni,Africa,1862,449.3953,1.0184,0.01,2022,836774
1,CHN,China,Beijing,Asia,9706961,146.8933,1.0,17.88,2022,1425887337
65,CHL,Chile,Santiago,South America,756102,25.9274,1.0057,0.25,2022,19603733
69,TCD,Chad,N'Djamena,Africa,1284000,13.8032,1.0316,0.22,2022,17723315
117,CAF,Central African Republic,Bangui,Africa,622984,8.9555,1.0224,0.07,2022,5579144
205,CYM,Cayman Islands,George Town,North America,264,260.25,1.0084,0.0,2022,68706
171,CPV,Cape Verde,Praia,Africa,4033,147.0739,1.0089,0.01,2022,593149
39,CAN,Canada,Ottawa,North America,9984670,3.8513,1.0078,0.48,2022,38454327
53,CMR,Cameroon,Yaounde,Africa,475442,58.7128,1.0263,0.35,2022,27914536
73,KHM,Cambodia,Phnom Penh,Asia,181035,92.6221,1.0108,0.21,2022,16767842
78,BDI,Burundi,Bujumbura,Africa,27834,463.0874,1.027,0.16,2022,12889576
58,BFA,Burkina Faso,Ouagadougou,Africa,272967,83.0641,1.0259,0.28,2022,22673762
108,BGR,Bulgaria,Sofia,Europe,110879,61.1654,0.9849,0.09,2022,6781953
28,COL,Colombia,Bogota,South America,1141748,45.4339,1.0069,0.65,2022,51874024
107,LBY,Libya,Tripoli,Africa,1759540,3.8717,1.0114,0.09,2022,6812341
216,LIE,Liechtenstein,Vaduz,Europe,160,245.7937,1.0074,0.0,2022,39327
141,LTU,Lithuania,Vilnius,Europe,65300,42.1142,0.9869,0.03,2022,2750055
101,CHE,Switzerland,Bern,Europe,41284,211.7157,1.0056,0.11,2022,8740472
87,SWE,Sweden,Stockholm,Europe,450295,23.4276,1.0079,0.13,2022,10549347
170,SUR,Suriname,Paramaribo,South America,163820,3.7727,1.0082,0.01,2022,618040
32,SDN,Sudan,Khartoum,Africa,1886068,24.8529,1.0267,0.59,2022,46874204
